activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,18107047,[],CHEMBL4022972,Inhibition of JAK1/TYK2 in human whole blood assessed as reduction in IFNalpha induced STAT3 phosphorylation preincubated for 45 mins followed by IFNalpha addition measured after 15 mins by flow cytometric analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)C2CC2)C1,,,CHEMBL4020822,J Med Chem,2018,"{'bei': '21.94', 'le': '0.44', 'lle': '6.04', 'sei': '7.75'}",CHEMBL4059667,,CHEMBL4059667,7.05,0,http://www.openphacts.org/units/Nanomolar,3002813,=,1,1,=,,IC50,nM,,89.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.089
,18107048,[],CHEMBL4022972,Inhibition of JAK1/TYK2 in human whole blood assessed as reduction in IFNalpha induced STAT3 phosphorylation preincubated for 45 mins followed by IFNalpha addition measured after 15 mins by flow cytometric analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)CC2CC2)C1,,,CHEMBL4020822,J Med Chem,2018,"{'bei': '19.64', 'le': '0.39', 'lle': '5.34', 'sei': '7.24'}",CHEMBL3655095,,CHEMBL3655095,6.59,0,http://www.openphacts.org/units/Nanomolar,3002814,=,1,1,=,,IC50,nM,,259.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.259
,18107049,[],CHEMBL4022972,Inhibition of JAK1/TYK2 in human whole blood assessed as reduction in IFNalpha induced STAT3 phosphorylation preincubated for 45 mins followed by IFNalpha addition measured after 15 mins by flow cytometric analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)CC2CCC2)C1,,,CHEMBL4020822,J Med Chem,2018,"{'bei': '19.18', 'le': '0.38', 'lle': '5.06', 'sei': '7.37'}",CHEMBL4068319,,CHEMBL4068319,6.70,0,http://www.openphacts.org/units/Nanomolar,3002815,=,1,1,=,,IC50,nM,,199.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.199
,18107050,[],CHEMBL4022972,Inhibition of JAK1/TYK2 in human whole blood assessed as reduction in IFNalpha induced STAT3 phosphorylation preincubated for 45 mins followed by IFNalpha addition measured after 15 mins by flow cytometric analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)CCC(F)(F)F)C1,,,CHEMBL4020822,J Med Chem,2018,"{'bei': '16.32', 'le': '0.34', 'lle': '4.36', 'sei': '6.77'}",CHEMBL4103435,,CHEMBL4103435,6.16,0,http://www.openphacts.org/units/Nanomolar,3002816,=,1,1,=,,IC50,nM,,692.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.692
,18107051,[],CHEMBL4022972,Inhibition of JAK1/TYK2 in human whole blood assessed as reduction in IFNalpha induced STAT3 phosphorylation preincubated for 45 mins followed by IFNalpha addition measured after 15 mins by flow cytometric analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)CCCC(F)(F)F)C1,,,CHEMBL4020822,J Med Chem,2018,"{'bei': '16.44', 'le': '0.34', 'lle': '4.25', 'sei': '7.07'}",CHEMBL4079179,,CHEMBL4079179,6.43,0,http://www.openphacts.org/units/Nanomolar,3002817,=,1,1,=,,IC50,nM,,367.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.367
,18107052,[],CHEMBL4022972,Inhibition of JAK1/TYK2 in human whole blood assessed as reduction in IFNalpha induced STAT3 phosphorylation preincubated for 45 mins followed by IFNalpha addition measured after 15 mins by flow cytometric analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,COCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,,,CHEMBL4020822,J Med Chem,2018,"{'bei': '18.27', 'le': '0.37', 'lle': '5.71', 'sei': '6.19'}",CHEMBL4065613,,CHEMBL4065613,6.20,0,http://www.openphacts.org/units/Nanomolar,3002818,=,1,1,=,,IC50,nM,,628.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.628
,18107053,[],CHEMBL4022972,Inhibition of JAK1/TYK2 in human whole blood assessed as reduction in IFNalpha induced STAT3 phosphorylation preincubated for 45 mins followed by IFNalpha addition measured after 15 mins by flow cytometric analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,COCCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,,,CHEMBL4020822,J Med Chem,2018,"{'bei': '17.60', 'le': '0.35', 'lle': '5.34', 'sei': '6.21'}",CHEMBL4087044,,CHEMBL4087044,6.22,0,http://www.openphacts.org/units/Nanomolar,3002819,=,1,1,=,,IC50,nM,,601.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.601
,18107054,[],CHEMBL4022972,Inhibition of JAK1/TYK2 in human whole blood assessed as reduction in IFNalpha induced STAT3 phosphorylation preincubated for 45 mins followed by IFNalpha addition measured after 15 mins by flow cytometric analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)CCCC#N)C1,,,CHEMBL4020822,J Med Chem,2018,"{'bei': '19.13', 'le': '0.38', 'lle': '5.52', 'sei': '5.81'}",CHEMBL4099048,,CHEMBL4099048,6.67,0,http://www.openphacts.org/units/Nanomolar,3002820,=,1,1,=,,IC50,nM,,216.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.216
,18107055,[],CHEMBL4022972,Inhibition of JAK1/TYK2 in human whole blood assessed as reduction in IFNalpha induced STAT3 phosphorylation preincubated for 45 mins followed by IFNalpha addition measured after 15 mins by flow cytometric analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)CC2COC2)C1,,,CHEMBL4020822,J Med Chem,2018,"{'bei': '19.34', 'le': '0.39', 'lle': '6.31', 'sei': '6.78'}",CHEMBL3655086,,CHEMBL3655086,6.80,0,http://www.openphacts.org/units/Nanomolar,3002821,=,1,1,=,,IC50,nM,,160.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.16
,18107056,[],CHEMBL4022972,Inhibition of JAK1/TYK2 in human whole blood assessed as reduction in IFNalpha induced STAT3 phosphorylation preincubated for 45 mins followed by IFNalpha addition measured after 15 mins by flow cytometric analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CCN(C)S(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,,,CHEMBL4020822,J Med Chem,2018,"{'bei': '19.75', 'le': '0.40', 'lle': '5.97', 'sei': '7.09'}",CHEMBL4085264,,CHEMBL4085264,6.68,0,http://www.openphacts.org/units/Nanomolar,3002822,=,1,1,=,,IC50,nM,,207.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.207
,18107057,[],CHEMBL4022972,Inhibition of JAK1/TYK2 in human whole blood assessed as reduction in IFNalpha induced STAT3 phosphorylation preincubated for 45 mins followed by IFNalpha addition measured after 15 mins by flow cytometric analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CN(C1CC1)S(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,,,CHEMBL4020822,J Med Chem,2018,"{'bei': '19.21', 'le': '0.38', 'lle': '5.88', 'sei': '7.14'}",CHEMBL4063642,,CHEMBL4063642,6.73,0,http://www.openphacts.org/units/Nanomolar,3002823,=,1,1,=,,IC50,nM,,186.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.186
,18107058,[],CHEMBL4022972,Inhibition of JAK1/TYK2 in human whole blood assessed as reduction in IFNalpha induced STAT3 phosphorylation preincubated for 45 mins followed by IFNalpha addition measured after 15 mins by flow cytometric analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)N2CCCCC2)C1,,,CHEMBL4020822,J Med Chem,2018,"{'bei': '16.26', 'le': '0.32', 'lle': '4.67', 'sei': '6.29'}",CHEMBL4077614,,CHEMBL4077614,5.92,0,http://www.openphacts.org/units/Nanomolar,3002824,=,1,1,=,,IC50,nM,,1189.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,1.189
,18107059,[],CHEMBL4022972,Inhibition of JAK1/TYK2 in human whole blood assessed as reduction in IFNalpha induced STAT3 phosphorylation preincubated for 45 mins followed by IFNalpha addition measured after 15 mins by flow cytometric analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CN(CCC#N)S(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,,,CHEMBL4020822,J Med Chem,2018,"{'bei': '18.85', 'le': '0.37', 'lle': '6.25', 'sei': '5.81'}",CHEMBL3655104,,CHEMBL3655104,6.85,0,http://www.openphacts.org/units/Nanomolar,3002825,=,1,1,=,,IC50,nM,,141.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.141
,18107060,[],CHEMBL4022972,Inhibition of JAK1/TYK2 in human whole blood assessed as reduction in IFNalpha induced STAT3 phosphorylation preincubated for 45 mins followed by IFNalpha addition measured after 15 mins by flow cytometric analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CCCCN(C)S(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,,,CHEMBL4020822,J Med Chem,2018,"{'bei': '16.94', 'le': '0.34', 'lle': '3.96', 'sei': '7.53'}",CHEMBL4066404,,CHEMBL4066404,6.19,0,http://www.openphacts.org/units/Nanomolar,3002826,=,1,1,=,,IC50,nM,,645.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.645
,18107061,[],CHEMBL4022972,Inhibition of JAK1/TYK2 in human whole blood assessed as reduction in IFNalpha induced STAT3 phosphorylation preincubated for 45 mins followed by IFNalpha addition measured after 15 mins by flow cytometric analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CN(CC1CC1)S(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,,,CHEMBL4020822,J Med Chem,2018,"{'bei': '18.79', 'le': '0.37', 'lle': '4.99', 'sei': '8.31'}",CHEMBL4093955,,CHEMBL4093955,6.83,0,http://www.openphacts.org/units/Nanomolar,3002827,=,1,1,=,,IC50,nM,,148.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.148
,18107062,[],CHEMBL4022972,Inhibition of JAK1/TYK2 in human whole blood assessed as reduction in IFNalpha induced STAT3 phosphorylation preincubated for 45 mins followed by IFNalpha addition measured after 15 mins by flow cytometric analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)N2CCCC2)C1,,,CHEMBL4020822,J Med Chem,2018,"{'bei': '19.10', 'le': '0.38', 'lle': '5.08', 'sei': '8.12'}",CHEMBL4104105,,CHEMBL4104105,6.68,0,http://www.openphacts.org/units/Nanomolar,3002828,=,1,1,=,,IC50,nM,,211.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.211
,18107327,[],CHEMBL4023009,Inhibition of JAK1/TYK2 in human whole blood assessed as reduction in IL-10 induced STAT3 phosphorylation preincubated for 45 mins followed by IL-10 addition measured after 15 mins by flow cytometric analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,,,CHEMBL4020822,J Med Chem,2018,"{'bei': '17.32', 'le': '0.35', 'lle': '4.35', 'sei': '6.16'}",CHEMBL3655081,ABROCITINIB,CHEMBL3655081,5.60,0,http://www.openphacts.org/units/Nanomolar,3002810,=,1,1,=,,IC50,nM,,2511.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,2.511
,18218982,[],CHEMBL4047237,Inhibition of JAK1/TYK2 in human PBMC derived T cell assessed as reduction in IFNa2a-induced STAT3 phosphorylation after 30 mins by ELISA,B,,,BAO_0000190,BAO_0000223,protein complex format,C=CC(=O)Nc1cccc(CNc2cc(Nc3ccccc3)ncc2C(N)=O)c1,,,CHEMBL4043231,Bioorg Med Chem Lett,2017,"{'bei': '13.70', 'le': '0.25', 'lle': '1.65', 'sei': '4.87'}",CHEMBL4065693,,CHEMBL4065693,5.31,0,http://www.openphacts.org/units/Nanomolar,3022973,=,1,1,=,,IC50,nM,,4900.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,4.9
,18757944,[],CHEMBL4265578,Inhibition of JAK1/TYK2 in human PBMC assessed as reduction in IL10-induced STAT3 phosphorylation preincubated for 75 mins followed by IL10 addition and measured after 15 mins by FACS analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CC(=O)Nc1cccc(-c2ncnc3[nH]cc(CCOC)c23)c1,,,CHEMBL4261650,J Med Chem,2018,,CHEMBL4288086,,CHEMBL4288086,,0,http://www.openphacts.org/units/Nanomolar,3116792,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,10000.0
,18757945,[],CHEMBL4265578,Inhibition of JAK1/TYK2 in human PBMC assessed as reduction in IL10-induced STAT3 phosphorylation preincubated for 75 mins followed by IL10 addition and measured after 15 mins by FACS analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COCCc1c[nH]c2ncnc(-c3ccc4c(c3)N(C#N)CC(F)(F)O4)c12,,,CHEMBL4261650,J Med Chem,2018,,CHEMBL4284396,,CHEMBL4284396,,0,http://www.openphacts.org/units/Nanomolar,3116795,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,10000.0
,18757946,[],CHEMBL4265578,Inhibition of JAK1/TYK2 in human PBMC assessed as reduction in IL10-induced STAT3 phosphorylation preincubated for 75 mins followed by IL10 addition and measured after 15 mins by FACS analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,N#CN[C@H]1CCc2ccc(-c3ncnc4[nH]ccc34)cc21,,,CHEMBL4261650,J Med Chem,2018,"{'bei': '20.16', 'le': '0.36', 'lle': '2.87', 'sei': '7.17'}",CHEMBL4281393,,CHEMBL4281393,5.55,0,http://www.openphacts.org/units/Nanomolar,3116797,=,1,1,=,,IC50,nM,,2815.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,2815.0
Not Determined,18757947,[],CHEMBL4265578,Inhibition of JAK1/TYK2 in human PBMC assessed as reduction in IL10-induced STAT3 phosphorylation preincubated for 75 mins followed by IL10 addition and measured after 15 mins by FACS analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@]1(NC#N)CCc2ccc(-c3ncnc4[nH]ccc34)cc21,,,CHEMBL4261650,J Med Chem,2018,,CHEMBL4279720,,CHEMBL4279720,,0,,3116808,,1,0,,,IC50,,,,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,,,,
,18757948,[],CHEMBL4265578,Inhibition of JAK1/TYK2 in human PBMC assessed as reduction in IL10-induced STAT3 phosphorylation preincubated for 75 mins followed by IL10 addition and measured after 15 mins by FACS analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,N#CN[C@H]1C[C@@H](O)c2ccc(-c3ncnc4[nH]ccc34)cc21,,,CHEMBL4261650,J Med Chem,2018,,CHEMBL4294868,,CHEMBL4294868,,0,http://www.openphacts.org/units/Nanomolar,3116810,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,10000.0
,18757949,[],CHEMBL4265578,Inhibition of JAK1/TYK2 in human PBMC assessed as reduction in IL10-induced STAT3 phosphorylation preincubated for 75 mins followed by IL10 addition and measured after 15 mins by FACS analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,CS(=O)(=O)N[C@@H]1C[C@H](NC#N)c2cc(-c3ncnc4[nH]ccc34)ccc21,,,CHEMBL4261650,J Med Chem,2018,,CHEMBL4292320,,CHEMBL4292320,,0,http://www.openphacts.org/units/Nanomolar,3116813,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,10000.0
,18757950,[],CHEMBL4265578,Inhibition of JAK1/TYK2 in human PBMC assessed as reduction in IL10-induced STAT3 phosphorylation preincubated for 75 mins followed by IL10 addition and measured after 15 mins by FACS analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,N#CN[C@H]1C[C@@H](NS(=O)(=O)c2cccc(C#N)c2)c2ccc(-c3ncnc4[nH]ccc34)cc21,,,CHEMBL4261650,J Med Chem,2018,,CHEMBL4285555,,CHEMBL4285555,,0,http://www.openphacts.org/units/Nanomolar,3116816,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,10000.0
,18757951,[],CHEMBL4265578,Inhibition of JAK1/TYK2 in human PBMC assessed as reduction in IL10-induced STAT3 phosphorylation preincubated for 75 mins followed by IL10 addition and measured after 15 mins by FACS analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,N#CN[C@H]1C[C@@H](NS(=O)(=O)c2cccc(F)c2)c2ccc(-c3ncnc4[nH]ccc34)cc21,,,CHEMBL4261650,J Med Chem,2018,,CHEMBL4277610,,CHEMBL4277610,,0,http://www.openphacts.org/units/Nanomolar,3116817,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,10000.0
,18757952,[],CHEMBL4265578,Inhibition of JAK1/TYK2 in human PBMC assessed as reduction in IL10-induced STAT3 phosphorylation preincubated for 75 mins followed by IL10 addition and measured after 15 mins by FACS analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(S(=O)(=O)N[C@@H]2C[C@H](NC#N)c3cc(-c4ncnc5[nH]ccc45)ccc32)cc1,,,CHEMBL4261650,J Med Chem,2018,,CHEMBL4277193,,CHEMBL4277193,,0,http://www.openphacts.org/units/Nanomolar,3116818,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,10000.0
,18757953,[],CHEMBL4265578,Inhibition of JAK1/TYK2 in human PBMC assessed as reduction in IL10-induced STAT3 phosphorylation preincubated for 75 mins followed by IL10 addition and measured after 15 mins by FACS analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,N#CN[C@H]1CCc2ccc(-c3ncnc4[nH]cc(-c5ccccc5)c34)cc21,,,CHEMBL4261650,J Med Chem,2018,,CHEMBL4287845,,CHEMBL4287845,,0,http://www.openphacts.org/units/Nanomolar,3116819,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,10000.0
,18757954,[],CHEMBL4265578,Inhibition of JAK1/TYK2 in human PBMC assessed as reduction in IL10-induced STAT3 phosphorylation preincubated for 75 mins followed by IL10 addition and measured after 15 mins by FACS analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,N#CN[C@H]1CCc2ccc(-c3ncnc4[nH]cc(-c5cccc(CO)c5)c34)cc21,,,CHEMBL4261650,J Med Chem,2018,,CHEMBL4292341,,CHEMBL4292341,,0,http://www.openphacts.org/units/Nanomolar,3116820,>,1,1,>,,IC50,nM,,7843.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,7843.0
,19143817,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,,,CHEMBL4376812,J Med Chem,2019,"{'bei': '19.65', 'le': '0.37', 'lle': '6.57', 'sei': '6.11'}",CHEMBL4435170,DEUCRAVACITINIB,CHEMBL4596392,8.30,0,http://www.openphacts.org/units/Nanomolar,3195068,=,1,1,=,,IC50,nM,,5.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,5.0
,19143818,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cnc(Nc2ccc(F)cn2)cc1Nc1cccc(C#N)c1OC,,,CHEMBL4376812,J Med Chem,2019,"{'bei': '19.03', 'le': '0.35', 'lle': '4.13', 'sei': '6.67'}",CHEMBL4587924,,CHEMBL4587924,7.47,0,http://www.openphacts.org/units/Nanomolar,3195069,=,1,1,=,,IC50,nM,,34.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,34.0
,19143819,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cnc(Nc2ccc(F)cn2)cc1Nc1cccc(C(=O)O)c1OC,,,CHEMBL4376812,J Med Chem,2019,,CHEMBL4530035,,CHEMBL4530035,,0,http://www.openphacts.org/units/Nanomolar,3195070,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,10000.0
,19143820,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cnc(Nc2ccc(F)cn2)cc1Nc1cccc(C(N)=O)c1OC,,,CHEMBL4376812,J Med Chem,2019,"{'bei': '17.55', 'le': '0.33', 'lle': '4.63', 'sei': '5.49'}",CHEMBL4582205,,CHEMBL4582205,7.20,0,http://www.openphacts.org/units/Nanomolar,3195071,=,1,1,=,,IC50,nM,,63.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,63.0
,19143821,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cnc(Nc2ccc(F)cn2)cc1Nc1cccc(C(=O)NC)c1OC,,,CHEMBL4376812,J Med Chem,2019,"{'bei': '16.75', 'le': '0.31', 'lle': '4.28', 'sei': '6.06'}",CHEMBL4524832,,CHEMBL4524832,7.11,0,http://www.openphacts.org/units/Nanomolar,3195072,=,1,1,=,,IC50,nM,,78.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,78.0
,19143822,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cccc(Nc2cc(Nc3ccc(F)cn3)ncc2C(=O)NC)c1,,,CHEMBL4376812,J Med Chem,2019,"{'bei': '12.99', 'le': '0.24', 'lle': '2.30', 'sei': '4.74'}",CHEMBL4543090,,CHEMBL4543090,5.12,0,http://www.openphacts.org/units/Nanomolar,3195073,=,1,1,=,,IC50,nM,,7500.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,7500.0
,19143823,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cnc(Nc2ccc(F)cn2)cc1Nc1ccc(C(N)=O)cc1OC,,,CHEMBL4376812,J Med Chem,2019,"{'bei': '14.70', 'le': '0.27', 'lle': '3.46', 'sei': '4.60'}",CHEMBL4581296,,CHEMBL4581296,6.03,0,http://www.openphacts.org/units/Nanomolar,3195074,=,1,1,=,,IC50,nM,,930.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,930.0
,19143824,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1ccc(Nc2cc(Nc3ccc(F)cn3)ncc2C(=O)NC)c(OC)c1,,,CHEMBL4376812,J Med Chem,2019,"{'bei': '14.87', 'le': '0.28', 'lle': '3.48', 'sei': '5.38'}",CHEMBL4534832,,CHEMBL4534832,6.31,0,http://www.openphacts.org/units/Nanomolar,3195075,=,1,1,=,,IC50,nM,,490.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,490.0
,19143825,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cnc(Nc2cc(C)c(F)cn2)cc1Nc1cccc(C(N)=O)c1OC,,,CHEMBL4376812,J Med Chem,2019,"{'bei': '17.72', 'le': '0.33', 'lle': '4.64', 'sei': '5.73'}",CHEMBL4537259,,CHEMBL4537259,7.52,0,http://www.openphacts.org/units/Nanomolar,3195076,=,1,1,=,,IC50,nM,,30.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,30.0
,19143826,[],CHEMBL4377380,Inhibition of JAK1/TYK2 in human Kit225 T cells assessed as inhibition of STAT phosphorylation by luciferase reporter assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cnc(Nc2cc(C)c(F)cn2)cc1Nc1cccc(C(=O)NC)c1OC,,,CHEMBL4376812,J Med Chem,2019,"{'bei': '16.71', 'le': '0.31', 'lle': '4.19', 'sei': '6.25'}",CHEMBL4468025,,CHEMBL4468025,7.33,0,http://www.openphacts.org/units/Nanomolar,3195077,=,1,1,=,,IC50,nM,,47.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,47.0
